Shipment_ID,Predicted_Delay_Days,Delay_Probability,Tier,Recommended_Action,Estimated_Cost_USD,Expected_Delay_After_Action_Days,Business_Impact_USD,Optimization_Status,Confidence_Score
SHP-104337,0.800000011920929,0.19470000267028809,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.800000011920929,0.0,Not_Required,0.974
SHP-108117,7.699999809265137,0.053599998354911804,NO_ACTION_REQUIRED,No_Action_Required,0.0,7.699999809265137,0.0,Not_Required,0.268
SHP-107763,5.300000190734863,0.01810000091791153,NO_ACTION_REQUIRED,No_Action_Required,0.0,5.300000190734863,0.0,Not_Required,0.091
SHP-114012,0.10000000149011612,0.005499999970197678,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.10000000149011612,0.0,Not_Required,0.027
SHP-100438,3.5999999046325684,0.24379999935626984,NO_ACTION_REQUIRED,No_Action_Required,0.0,3.5999999046325684,0.0,Not_Required,0.781
SHP-103269,0.4000000059604645,0.3330000042915344,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.4000000059604645,0.0,Not_Required,0.335
SHP-109113,6.800000190734863,0.10700000077486038,NO_ACTION_REQUIRED,No_Action_Required,0.0,6.800000190734863,0.0,Not_Required,0.535
SHP-109440,2.200000047683716,0.03590000048279762,NO_ACTION_REQUIRED,No_Action_Required,0.0,2.200000047683716,0.0,Not_Required,0.18
SHP-101739,3.299999952316284,0.0925000011920929,NO_ACTION_REQUIRED,No_Action_Required,0.0,3.299999952316284,0.0,Not_Required,0.463
SHP-117085,6.599999904632568,0.12860000133514404,NO_ACTION_REQUIRED,No_Action_Required,0.0,6.599999904632568,0.0,Not_Required,0.643
SHP-115683,0.0,0.006200000178068876,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.0,0.0,Not_Required,0.031
SHP-111037,0.8999999761581421,0.0017999999690800905,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.8999999761581421,0.0,Not_Required,0.009
SHP-105746,0.8999999761581421,0.0019000000320374966,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.8999999761581421,0.0,Not_Required,0.01
SHP-111584,0.0,0.014700000174343586,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.0,0.0,Not_Required,0.074
SHP-106270,7.699999809265137,0.07649999856948853,NO_ACTION_REQUIRED,No_Action_Required,0.0,7.699999809265137,0.0,Not_Required,0.382
SHP-111378,0.5,0.005100000184029341,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.5,0.0,Not_Required,0.026
SHP-106909,7.5,0.3149999976158142,NO_ACTION_REQUIRED,No_Action_Required,0.0,7.5,0.0,Not_Required,0.425
SHP-100738,6.0,0.0284000001847744,NO_ACTION_REQUIRED,No_Action_Required,0.0,6.0,0.0,Not_Required,0.142
SHP-101994,4.300000190734863,0.02710000053048134,NO_ACTION_REQUIRED,No_Action_Required,0.0,4.300000190734863,0.0,Not_Required,0.136
SHP-114926,7.599999904632568,0.0738999992609024,NO_ACTION_REQUIRED,No_Action_Required,0.0,7.599999904632568,0.0,Not_Required,0.369
SHP-117609,11.600000381469727,0.36500000953674316,NO_ACTION_REQUIRED,No_Action_Required,0.0,11.600000381469727,0.0,Not_Required,0.175
SHP-117436,5.699999809265137,0.29980000853538513,NO_ACTION_REQUIRED,No_Action_Required,0.0,5.699999809265137,0.0,Not_Required,0.501
SHP-103405,1.0,0.06610000133514404,NO_ACTION_REQUIRED,No_Action_Required,0.0,1.0,0.0,Not_Required,0.331
SHP-118466,2.5999999046325684,0.005900000222027302,NO_ACTION_REQUIRED,No_Action_Required,0.0,2.5999999046325684,0.0,Not_Required,0.03
SHP-108626,5.0,0.017000000923871994,NO_ACTION_REQUIRED,No_Action_Required,0.0,5.0,0.0,Not_Required,0.085
SHP-117818,0.0,0.0005000000237487257,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.0,0.0,Not_Required,0.003
SHP-119580,9.0,0.12219999730587006,NO_ACTION_REQUIRED,No_Action_Required,0.0,9.0,0.0,Not_Required,0.611
SHP-119285,2.9000000953674316,0.558899998664856,LOW_COST_MITIGATION,Delay_Launch,0.0,2.9000000953674316,0.0,Heuristic_Optimal,0.706
SHP-102483,2.0999999046325684,0.00419999985024333,NO_ACTION_REQUIRED,No_Action_Required,0.0,2.0999999046325684,0.0,Not_Required,0.021
SHP-106885,0.0,0.006500000134110451,NO_ACTION_REQUIRED,No_Action_Required,0.0,0.0,0.0,Not_Required,0.033
SHP-115097,4.0,0.36890000104904175,NO_ACTION_REQUIRED,No_Action_Required,0.0,4.0,0.0,Not_Required,0.155
SHP-118684,2.4000000953674316,0.6366999745368958,LOW_COST_MITIGATION,Delay_Launch,0.0,2.4000000953674316,0.0,Heuristic_Optimal,0.317
SHP-100474,5.599999904632568,0.041999999433755875,NO_ACTION_REQUIRED,No_Action_Required,0.0,5.599999904632568,0.0,Not_Required,0.21
SHP-108608,3.799999952316284,0.015599999576807022,NO_ACTION_REQUIRED,No_Action_Required,0.0,3.799999952316284,0.0,Not_Required,0.078
SHP-105557,2.799999952316284,0.006899999920278788,NO_ACTION_REQUIRED,No_Action_Required,0.0,2.799999952316284,0.0,Not_Required,0.034
SHP-113948,3.200000047683716,0.6956999897956848,LOW_COST_MITIGATION,Delay_Launch,0.0,3.200000047683716,0.0,Heuristic_Optimal,0.022
SHP-108891,4.099999904632568,0.6693999767303467,LOW_COST_MITIGATION,Sea_Freight,606.58,3.5,154.62,Heuristic_Optimal,0.153
SHP-110422,3.4000000953674316,0.002300000051036477,NO_ACTION_REQUIRED,No_Action_Required,0.0,3.4000000953674316,0.0,Not_Required,0.012
SHP-114900,2.0999999046325684,0.05469999834895134,NO_ACTION_REQUIRED,No_Action_Required,0.0,2.0999999046325684,0.0,Not_Required,0.273
SHP-111226,7.199999809265137,0.025699999183416367,NO_ACTION_REQUIRED,No_Action_Required,0.0,7.199999809265137,0.0,Not_Required,0.128
SHP-119132,4.400000095367432,0.43540000915527344,LOW_COST_MITIGATION,Delay_Launch,0.0,4.400000095367432,0.0,Heuristic_Optimal,0.177
SHP-107920,5.599999904632568,0.48539999127388,LOW_COST_MITIGATION,Delay_Launch,0.0,5.599999904632568,0.0,Heuristic_Optimal,0.427
SHP-107911,2.0999999046325684,0.1704999953508377,NO_ACTION_REQUIRED,No_Action_Required,0.0,2.0999999046325684,0.0,Not_Required,0.852
SHP-110650,5.300000190734863,0.8792999982833862,FULL_OPTIMIZATION,Delay_Launch,0.0,5.300000190734863,0.0,Optimal,0.604
SHP-108668,9.800000190734863,0.9886999726295471,FULL_OPTIMIZATION,Expedite_Manufacturing,548.08,4.8,548.08,Optimal,0.057
SHP-111072,5.0,0.9031000137329102,FULL_OPTIMIZATION,Delay_Launch,0.0,5.0,0.0,Optimal,0.484
SHP-119771,6.699999809265137,0.9976000189781189,FULL_OPTIMIZATION,Delay_Launch,0.0,6.699999809265137,0.0,Optimal,0.012
SHP-108115,5.699999809265137,0.7856000065803528,FULL_OPTIMIZATION,Delay_Launch,0.0,5.699999809265137,0.0,Optimal,0.428
SHP-107879,7.300000190734863,0.9484999775886536,FULL_OPTIMIZATION,Delay_Launch,0.0,7.300000190734863,0.0,Optimal,0.258
SHP-116441,8.600000381469727,0.7680000066757202,FULL_OPTIMIZATION,Delay_Launch,293.78,8.600000381469727,587.56,Optimal,0.34
SHP-108094,4.900000095367432,0.9370999932289124,FULL_OPTIMIZATION,Delay_Launch,0.0,4.900000095367432,0.0,Optimal,0.315
SHP-109923,10.0,0.9998999834060669,FULL_OPTIMIZATION,Delay_Launch,73.77,10.0,147.54,Optimal,0.001
SHP-109119,9.0,0.9753000140190125,FULL_OPTIMIZATION,Secondary_Supplier,724.43,0.6,724.43,Optimal,0.123
SHP-110120,6.300000190734863,0.9962000250816345,FULL_OPTIMIZATION,Rail_Freight,1269.34,3.5,1271.78,Optimal,0.019
SHP-103649,6.699999809265137,0.9767000079154968,FULL_OPTIMIZATION,Rail_Freight,1812.17,3.7,1815.8,Optimal,0.116
SHP-111443,7.0,0.9945999979972839,FULL_OPTIMIZATION,Delay_Launch,0.0,7.0,0.0,Optimal,0.027
SHP-103434,3.799999952316284,0.9394000172615051,FULL_OPTIMIZATION,Delay_Launch,0.0,3.799999952316284,0.0,Optimal,0.303
SHP-118739,4.400000095367432,0.9771000146865845,FULL_OPTIMIZATION,Delay_Launch,0.0,4.400000095367432,0.0,Optimal,0.114
SHP-110406,6.699999809265137,0.9930999875068665,FULL_OPTIMIZATION,Use_Safety_Stock,120.96,0.0,120.96,Optimal,0.035
SHP-106517,7.599999904632568,0.8443999886512756,FULL_OPTIMIZATION,Delay_Launch,0.0,7.599999904632568,0.0,Optimal,0.722
SHP-100971,5.400000095367432,0.9933000206947327,FULL_OPTIMIZATION,Delay_Launch,0.0,5.400000095367432,0.0,Optimal,0.033
SHP-113829,3.9000000953674316,0.9409000277519226,FULL_OPTIMIZATION,Delay_Launch,0.0,3.9000000953674316,0.0,Optimal,0.295
SHP-100960,7.800000190734863,0.9725000262260437,FULL_OPTIMIZATION,Delay_Launch,0.0,7.800000190734863,0.0,Optimal,0.137
SHP-109864,1.399999976158142,0.8483999967575073,FULL_OPTIMIZATION,Delay_Launch,0.0,1.399999976158142,0.0,Optimal,0.742
SHP-107554,6.900000095367432,0.9794999957084656,FULL_OPTIMIZATION,Delay_Launch,0.0,6.900000095367432,0.0,Optimal,0.103
SHP-107085,7.300000190734863,0.9943000078201294,FULL_OPTIMIZATION,Delay_Launch,0.0,7.300000190734863,0.0,Optimal,0.028
SHP-101419,6.900000095367432,0.9959999918937683,FULL_OPTIMIZATION,Expedite_Manufacturing,3400.2,4.9,3400.2,Optimal,0.02
SHP-106209,16.100000381469727,0.9991999864578247,FULL_OPTIMIZATION,Air_Freight,2929.08,1.9,2966.33,Optimal,0.004
SHP-110742,5.5,0.9954000115394592,FULL_OPTIMIZATION,Sea_Freight,1914.85,4.7,1918.33,Optimal,0.023
SHP-116143,6.099999904632568,0.9952999949455261,FULL_OPTIMIZATION,Expedite_Manufacturing,403.0,1.1,403.0,Optimal,0.024
SHP-108600,4.199999809265137,0.8641999959945679,FULL_OPTIMIZATION,Delay_Launch,0.0,4.199999809265137,0.0,Optimal,0.679
SHP-112562,4.599999904632568,0.9222000241279602,FULL_OPTIMIZATION,Delay_Launch,0.0,4.599999904632568,0.0,Optimal,0.389
SHP-112751,6.0,0.9966999888420105,FULL_OPTIMIZATION,Secondary_Supplier,590.21,0.0,590.21,Optimal,0.017
SHP-107567,11.300000190734863,0.9563000202178955,FULL_OPTIMIZATION,Air_Freight,2277.65,1.4,2306.07,Optimal,0.218
SHP-116397,8.300000190734863,0.8809000253677368,FULL_OPTIMIZATION,Delay_Launch,30.09,8.300000190734863,60.18,Optimal,0.595
SHP-117524,6.800000190734863,0.9965000152587891,FULL_OPTIMIZATION,Use_Safety_Stock,231.0,0.0,231.0,Optimal,0.017
SHP-115455,13.399999618530273,0.9994999766349792,FULL_OPTIMIZATION,Delay_Launch,0.0,13.399999618530273,0.0,Optimal,0.003
SHP-114001,6.300000190734863,0.8892999887466431,FULL_OPTIMIZATION,Delay_Launch,0.0,6.300000190734863,0.0,Optimal,0.554
SHP-118621,7.800000190734863,0.9757000207901001,FULL_OPTIMIZATION,Delay_Launch,0.0,7.800000190734863,0.0,Optimal,0.121
SHP-104309,9.600000381469727,0.9599000215530396,FULL_OPTIMIZATION,Delay_Launch,182.35,9.600000381469727,364.7,Optimal,0.2
SHP-104484,5.099999904632568,0.9833999872207642,FULL_OPTIMIZATION,Delay_Launch,0.0,5.099999904632568,0.0,Optimal,0.083
SHP-112186,11.5,0.9995999932289124,FULL_OPTIMIZATION,Delay_Launch,258.44,11.5,516.88,Optimal,0.002
SHP-116615,8.100000381469727,0.9954000115394592,FULL_OPTIMIZATION,Expedite_Manufacturing,531.96,3.1,531.96,Optimal,0.023
SHP-109851,6.5,0.9941999912261963,FULL_OPTIMIZATION,Rail_Freight,4078.22,3.6,4086.79,Optimal,0.029
SHP-112344,5.699999809265137,0.7508000135421753,FULL_OPTIMIZATION,Delay_Launch,0.0,5.699999809265137,0.0,Optimal,0.254
SHP-109610,15.399999618530273,0.9991999864578247,FULL_OPTIMIZATION,Rail_Freight,1199.55,8.5,1440.82,Optimal,0.004
SHP-110718,13.100000381469727,0.9998000264167786,FULL_OPTIMIZATION,Delay_Launch,0.0,13.100000381469727,0.0,Optimal,0.001
SHP-107571,8.399999618530273,0.9951000213623047,FULL_OPTIMIZATION,Delay_Launch,53.28,8.399999618530273,106.56,Optimal,0.024
SHP-108602,10.100000381469727,0.8425999879837036,FULL_OPTIMIZATION,Secondary_Supplier,8384.2,0.0,8384.2,Optimal,0.713
SHP-103559,7.599999904632568,0.9836999773979187,FULL_OPTIMIZATION,Delay_Launch,0.0,7.599999904632568,0.0,Optimal,0.082
SHP-107439,6.199999809265137,0.9496999979019165,FULL_OPTIMIZATION,Secondary_Supplier,479.48,2.9,479.48,Optimal,0.252
SHP-107666,13.100000381469727,0.998199999332428,FULL_OPTIMIZATION,Delay_Launch,0.0,13.100000381469727,0.0,Optimal,0.009
SHP-115537,5.599999904632568,0.984499990940094,FULL_OPTIMIZATION,Use_Safety_Stock,369.72,0.0,369.72,Optimal,0.078
SHP-105211,13.899999618530273,0.7364000082015991,FULL_OPTIMIZATION,Delay_Launch,537.39,13.899999618530273,1074.78,Optimal,0.182
SHP-112366,7.800000190734863,0.9807000160217285,FULL_OPTIMIZATION,Secondary_Supplier,816.96,3.0,816.96,Optimal,0.096
SHP-109270,7.199999809265137,0.9968000054359436,FULL_OPTIMIZATION,Rail_Freight,2092.32,4.0,2096.56,Optimal,0.016
SHP-117443,5.800000190734863,0.8805999755859375,FULL_OPTIMIZATION,Delay_Launch,0.0,5.800000190734863,0.0,Optimal,0.597
SHP-113656,3.5,0.8414000272750854,FULL_OPTIMIZATION,Sea_Freight,815.41,3.0,816.49,Optimal,0.707
SHP-102730,9.800000190734863,0.9998000264167786,FULL_OPTIMIZATION,Use_Safety_Stock,1002.45,0.0,1002.45,Optimal,0.001
SHP-108956,9.199999809265137,0.9891999959945679,FULL_OPTIMIZATION,Delay_Launch,408.54,9.199999809265137,817.08,Optimal,0.054
SHP-104936,13.300000190734863,0.7452999949455261,FULL_OPTIMIZATION,Delay_Launch,0.0,13.300000190734863,0.0,Optimal,0.226
SHP-100878,13.0,0.9933000206947327,FULL_OPTIMIZATION,Rail_Freight,353.63,7.2,354.07,Optimal,0.033
SHP-119075,7.300000190734863,0.9987000226974487,FULL_OPTIMIZATION,Delay_Launch,0.0,7.300000190734863,0.0,Optimal,0.006
SHP-105709,9.199999809265137,0.9801999926567078,FULL_OPTIMIZATION,Air_Freight,4605.44,1.1,4665.4,Optimal,0.099
SHP-112078,7.599999904632568,0.9980999827384949,FULL_OPTIMIZATION,Delay_Launch,0.0,7.599999904632568,0.0,Optimal,0.01
SHP-106687,3.5999999046325684,0.8568000197410583,FULL_OPTIMIZATION,Delay_Launch,0.0,3.5999999046325684,0.0,Optimal,0.716
SHP-109982,11.899999618530273,0.9997000098228455,FULL_OPTIMIZATION,Delay_Launch,57.21,11.899999618530273,114.42,Optimal,0.001
SHP-119073,6.400000095367432,0.9900000095367432,FULL_OPTIMIZATION,Delay_Launch,0.0,6.400000095367432,0.0,Optimal,0.05
SHP-100385,5.900000095367432,0.8827999830245972,FULL_OPTIMIZATION,Delay_Launch,0.0,5.900000095367432,0.0,Optimal,0.586
SHP-104186,7.400000095367432,0.9955000281333923,FULL_OPTIMIZATION,Delay_Launch,0.0,7.400000095367432,0.0,Optimal,0.022
SHP-105345,9.800000190734863,0.9991999864578247,FULL_OPTIMIZATION,Use_Safety_Stock,468.0,0.0,468.0,Optimal,0.004
SHP-112634,16.200000762939453,0.9995999932289124,FULL_OPTIMIZATION,Rail_Freight,1700.33,8.9,1881.67,Optimal,0.002
SHP-106286,4.900000095367432,0.7538999915122986,FULL_OPTIMIZATION,Delay_Launch,0.0,4.900000095367432,0.0,Optimal,0.269
SHP-118512,5.300000190734863,0.9847000241279602,FULL_OPTIMIZATION,Delay_Launch,0.0,5.300000190734863,0.0,Optimal,0.076
SHP-108072,12.699999809265137,0.9004999995231628,FULL_OPTIMIZATION,Delay_Launch,0.0,12.699999809265137,0.0,Optimal,0.498
SHP-102848,5.199999809265137,0.916700005531311,FULL_OPTIMIZATION,Delay_Launch,0.0,5.199999809265137,0.0,Optimal,0.416
SHP-112791,7.0,0.9995999932289124,FULL_OPTIMIZATION,Delay_Launch,0.0,7.0,0.0,Optimal,0.002
SHP-105135,8.0,0.9668999910354614,FULL_OPTIMIZATION,Delay_Launch,0.0,8.0,0.0,Optimal,0.166
SHP-107434,5.199999809265137,0.9934999942779541,FULL_OPTIMIZATION,Delay_Launch,0.0,5.199999809265137,0.0,Optimal,0.033
SHP-116476,7.900000095367432,0.9850000143051147,FULL_OPTIMIZATION,Air_Freight,8068.69,0.9,8175.57,Optimal,0.075
SHP-100936,6.300000190734863,0.8476999998092651,FULL_OPTIMIZATION,Rail_Freight,1900.9,3.5,1904.72,Optimal,0.738
SHP-111965,2.5999999046325684,0.8014000058174133,FULL_OPTIMIZATION,Delay_Launch,0.0,2.5999999046325684,0.0,Optimal,0.507
SHP-106216,12.100000381469727,0.9988999962806702,FULL_OPTIMIZATION,Delay_Launch,0.0,12.100000381469727,0.0,Optimal,0.006
SHP-109459,7.5,0.975600004196167,FULL_OPTIMIZATION,Delay_Launch,0.0,7.5,0.0,Optimal,0.122
SHP-112527,7.900000095367432,0.9983000159263611,FULL_OPTIMIZATION,Delay_Launch,0.0,7.900000095367432,0.0,Optimal,0.008
SHP-115484,14.100000381469727,0.9998999834060669,FULL_OPTIMIZATION,Delay_Launch,14.71,14.100000381469727,29.42,Optimal,0.001
SHP-105792,7.800000190734863,0.9954000115394592,FULL_OPTIMIZATION,Delay_Launch,0.0,7.800000190734863,0.0,Optimal,0.023
SHP-112266,8.100000381469727,0.7671999931335449,FULL_OPTIMIZATION,Delay_Launch,22.42,8.100000381469727,44.84,Optimal,0.336
SHP-115757,14.899999618530273,0.9998999834060669,FULL_OPTIMIZATION,Secondary_Supplier,1305.25,1.7,1305.25,Optimal,0.001
SHP-110108,13.100000381469727,0.9994000196456909,FULL_OPTIMIZATION,Use_Safety_Stock,152.64,0.0,152.64,Optimal,0.003
SHP-104745,7.900000095367432,0.995199978351593,FULL_OPTIMIZATION,Delay_Launch,0.0,7.900000095367432,0.0,Optimal,0.024
SHP-117395,4.900000095367432,0.9837999939918518,FULL_OPTIMIZATION,Delay_Launch,0.0,4.900000095367432,0.0,Optimal,0.081
SHP-116863,3.4000000953674316,0.775600016117096,FULL_OPTIMIZATION,Delay_Launch,0.0,3.4000000953674316,0.0,Optimal,0.378
SHP-108213,8.199999809265137,0.9157000184059143,FULL_OPTIMIZATION,Expedite_Manufacturing,108.79,4.2,108.79,Optimal,0.421
SHP-101092,10.100000381469727,0.9578999876976013,FULL_OPTIMIZATION,Delay_Launch,0.0,10.100000381469727,0.0,Optimal,0.211
SHP-113884,8.100000381469727,0.9506999850273132,FULL_OPTIMIZATION,Rail_Freight,376.6,4.5,377.09,Optimal,0.247
SHP-109012,4.199999809265137,0.7803000211715698,FULL_OPTIMIZATION,Delay_Launch,0.0,4.199999809265137,0.0,Optimal,0.402
SHP-114782,9.0,0.9954000115394592,FULL_OPTIMIZATION,Expedite_Manufacturing,328.18,5.0,328.18,Optimal,0.023
SHP-111540,5.900000095367432,0.8041999936103821,FULL_OPTIMIZATION,Sea_Freight,622.73,5.0,623.39,Optimal,0.521
SHP-115729,9.100000381469727,0.9972000122070312,FULL_OPTIMIZATION,Delay_Launch,83.66,9.100000381469727,167.32,Optimal,0.014
SHP-113043,7.900000095367432,0.9352999925613403,FULL_OPTIMIZATION,Delay_Launch,0.0,7.900000095367432,0.0,Optimal,0.324
SHP-101453,7.5,0.9868999719619751,FULL_OPTIMIZATION,Delay_Launch,0.0,7.5,0.0,Optimal,0.066
SHP-102814,1.899999976158142,0.9099000096321106,FULL_OPTIMIZATION,Delay_Launch,0.0,1.899999976158142,0.0,Optimal,0.45
SHP-104973,9.100000381469727,0.98580002784729,FULL_OPTIMIZATION,Rail_Freight,584.04,5.0,584.99,Optimal,0.071
SHP-101182,4.5,0.9740999937057495,FULL_OPTIMIZATION,Rail_Freight,310.44,2.5,310.79,Optimal,0.13
SHP-103947,6.5,0.9987999796867371,FULL_OPTIMIZATION,Expedite_Manufacturing,235.29,2.5,235.29,Optimal,0.006
SHP-114480,8.899999618530273,0.9958999752998352,FULL_OPTIMIZATION,Delay_Launch,300.68,8.899999618530273,601.36,Optimal,0.021
SHP-119826,6.099999904632568,0.7050999999046326,FULL_OPTIMIZATION,Delay_Launch,0.0,6.099999904632568,0.0,Optimal,0.025
SHP-109623,8.100000381469727,0.9904000163078308,FULL_OPTIMIZATION,Delay_Launch,0.0,8.100000381469727,0.0,Optimal,0.048
SHP-101006,5.5,0.9527999758720398,FULL_OPTIMIZATION,Delay_Launch,0.0,5.5,0.0,Optimal,0.236
SHP-117725,6.0,0.8511000275611877,FULL_OPTIMIZATION,Use_Safety_Stock,151.8,0.0,151.8,Optimal,0.744
SHP-112680,16.299999237060547,0.9994999766349792,FULL_OPTIMIZATION,Rail_Freight,454.39,9.0,502.6,Optimal,0.003
SHP-114652,15.399999618530273,0.9361000061035156,FULL_OPTIMIZATION,Secondary_Supplier,648.37,0.0,648.37,Optimal,0.319
SHP-106650,6.199999809265137,0.7228999733924866,FULL_OPTIMIZATION,Expedite_Manufacturing,1583.79,1.2,1583.79,Optimal,0.114
SHP-104622,8.399999618530273,0.9506000280380249,FULL_OPTIMIZATION,Expedite_Manufacturing,436.1,4.4,436.1,Optimal,0.247
SHP-114046,4.699999809265137,0.9645000100135803,FULL_OPTIMIZATION,Delay_Launch,0.0,4.699999809265137,0.0,Optimal,0.177
SHP-112099,7.300000190734863,0.8970999717712402,FULL_OPTIMIZATION,Use_Safety_Stock,430.56,0.0,430.56,Optimal,0.515
SHP-108545,9.5,0.9962999820709229,FULL_OPTIMIZATION,Delay_Launch,0.0,9.5,0.0,Optimal,0.019
SHP-100695,5.800000190734863,0.7706999778747559,FULL_OPTIMIZATION,Delay_Launch,0.0,5.800000190734863,0.0,Optimal,0.353
SHP-119917,11.5,0.9976000189781189,FULL_OPTIMIZATION,Secondary_Supplier,2452.35,0.0,2452.35,Optimal,0.012
SHP-110842,15.699999809265137,0.8137999773025513,FULL_OPTIMIZATION,Air_Freight,4120.22,1.9,4173.6,Optimal,0.569
SHP-110421,12.5,0.7010999917984009,FULL_OPTIMIZATION,Air_Freight,3334.99,1.5,3377.73,Optimal,0.005
SHP-113225,9.0,0.7950999736785889,FULL_OPTIMIZATION,Secondary_Supplier,526.12,0.0,526.12,Optimal,0.475
SHP-108966,6.5,0.9876999855041504,FULL_OPTIMIZATION,Delay_Launch,0.0,6.5,0.0,Optimal,0.062
SHP-117653,8.600000381469727,0.9991999864578247,FULL_OPTIMIZATION,Expedite_Manufacturing,542.9,4.6,542.9,Optimal,0.004
SHP-119714,6.800000190734863,0.9957000017166138,FULL_OPTIMIZATION,Delay_Launch,0.0,6.800000190734863,0.0,Optimal,0.021
SHP-103971,10.0,0.9972000122070312,FULL_OPTIMIZATION,Secondary_Supplier,742.25,3.9,742.25,Optimal,0.014
SHP-110807,15.199999809265137,0.7829999923706055,FULL_OPTIMIZATION,Secondary_Supplier,1295.4,0.0,1295.4,Optimal,0.415
SHP-103778,4.599999904632568,0.9688000082969666,FULL_OPTIMIZATION,Delay_Launch,0.0,4.599999904632568,0.0,Optimal,0.156
SHP-106352,4.099999904632568,0.8715000152587891,FULL_OPTIMIZATION,Delay_Launch,0.0,4.099999904632568,0.0,Optimal,0.642
SHP-104007,10.399999618530273,0.7530999779701233,FULL_OPTIMIZATION,Use_Safety_Stock,57.66,0.0,57.66,Optimal,0.265
SHP-103776,9.100000381469727,0.9975000023841858,FULL_OPTIMIZATION,Air_Freight,7852.0,1.1,7955.94,Optimal,0.012
SHP-114104,10.399999618530273,0.9950000047683716,FULL_OPTIMIZATION,Delay_Launch,144.72,10.399999618530273,289.44,Optimal,0.025
SHP-108426,11.5,0.9980999827384949,FULL_OPTIMIZATION,Use_Safety_Stock,482.76,0.0,482.76,Optimal,0.01
SHP-113651,11.199999809265137,0.9017000198364258,FULL_OPTIMIZATION,Delay_Launch,0.0,11.199999809265137,0.0,Optimal,0.491
SHP-116533,9.699999809265137,0.9994000196456909,FULL_OPTIMIZATION,Use_Safety_Stock,109.08,0.0,109.08,Optimal,0.003
SHP-103752,8.600000381469727,0.7534999847412109,FULL_OPTIMIZATION,Air_Freight,2680.52,1.0,2714.4,Optimal,0.267
SHP-100606,5.5,0.98580002784729,FULL_OPTIMIZATION,Sea_Freight,1046.9,4.7,1048.49,Optimal,0.071
SHP-112998,4.400000095367432,0.9889000058174133,FULL_OPTIMIZATION,Delay_Launch,0.0,4.400000095367432,0.0,Optimal,0.055
SHP-116972,15.100000381469727,0.9997000098228455,FULL_OPTIMIZATION,Delay_Launch,9.17,15.100000381469727,18.34,Optimal,0.001
SHP-118366,5.800000190734863,0.9825999736785889,FULL_OPTIMIZATION,Delay_Launch,0.0,5.800000190734863,0.0,Optimal,0.087
SHP-108851,4.800000190734863,0.9728999733924866,FULL_OPTIMIZATION,Expedite_Manufacturing,530.44,0.8,530.44,Optimal,0.136
SHP-118408,10.699999809265137,0.9995999932289124,FULL_OPTIMIZATION,Air_Freight,2101.81,1.3,2127.85,Optimal,0.002
SHP-106600,3.0,0.8413000106811523,FULL_OPTIMIZATION,Delay_Launch,0.0,3.0,0.0,Optimal,0.707
SHP-117189,10.199999809265137,0.9994000196456909,FULL_OPTIMIZATION,Delay_Launch,0.0,10.199999809265137,0.0,Optimal,0.003
SHP-111605,8.600000381469727,0.9980999827384949,FULL_OPTIMIZATION,Delay_Launch,0.0,8.600000381469727,0.0,Optimal,0.01
SHP-100119,17.399999618530273,0.996999979019165,FULL_OPTIMIZATION,Air_Freight,6999.44,2.1,7091.83,Optimal,0.015
SHP-118553,8.699999809265137,0.8338000178337097,FULL_OPTIMIZATION,Air_Freight,1291.91,1.0,1306.97,Optimal,0.669
SHP-107293,2.9000000953674316,0.7031999826431274,FULL_OPTIMIZATION,Delay_Launch,0.0,2.9000000953674316,0.0,Optimal,0.016
SHP-110537,4.400000095367432,0.9674000144004822,FULL_OPTIMIZATION,Delay_Launch,0.0,4.400000095367432,0.0,Optimal,0.163
SHP-103481,6.900000095367432,0.9916999936103821,FULL_OPTIMIZATION,Secondary_Supplier,621.34,2.1,621.34,Optimal,0.042
SHP-100127,3.9000000953674316,0.928600013256073,FULL_OPTIMIZATION,Delay_Launch,0.0,3.9000000953674316,0.0,Optimal,0.357
SHP-113426,3.0,0.8137000203132629,FULL_OPTIMIZATION,Delay_Launch,0.0,3.0,0.0,Optimal,0.569
SHP-110610,16.100000381469727,0.9580000042915344,FULL_OPTIMIZATION,Delay_Launch,26.41,16.100000381469727,52.82,Optimal,0.21
SHP-115273,8.100000381469727,0.9426000118255615,FULL_OPTIMIZATION,Rail_Freight,951.24,4.5,952.99,Optimal,0.287
SHP-112822,5.599999904632568,0.9958000183105469,FULL_OPTIMIZATION,Delay_Launch,0.0,5.599999904632568,0.0,Optimal,0.021
SHP-103073,6.699999809265137,0.916700005531311,FULL_OPTIMIZATION,Delay_Launch,0.0,6.699999809265137,0.0,Optimal,0.416
SHP-102380,8.699999809265137,0.9455999732017517,FULL_OPTIMIZATION,Expedite_Manufacturing,179.63,4.7,179.63,Optimal,0.272
SHP-103461,6.599999904632568,0.9703999757766724,FULL_OPTIMIZATION,Use_Safety_Stock,240.87,0.0,240.87,Optimal,0.148
