Supplier_ID,Supplier_Name,Country,Supplier_Type,Rating,OnTime_Rate,Secondary_Supplier_ID,Secondary_Premium_Pct,Lead_Time_Days
1337,Supplier-1337,Vietnam,Primary,3.89,0.839,91337.0,0.168,10
91337,Backup-Supplier-91337,Vietnam,Secondary,3.66,0.905,,,6
1338,Supplier-1338,Brazil,Primary,3.43,0.741,91338.0,0.174,4
91338,Backup-Supplier-91338,Brazil,Secondary,4.01,1.0,,,12
1341,Supplier-1341,Germany,Primary,2.82,0.932,91341.0,0.096,10
91341,Backup-Supplier-91341,Germany,Secondary,3.57,0.559,,,8
1342,Supplier-1342,Germany,Primary,3.16,0.88,91342.0,0.155,14
91342,Backup-Supplier-91342,Germany,Secondary,4.22,0.706,,,4
1343,Supplier-1343,USA,Primary,2.51,0.833,91343.0,0.079,5
91343,Backup-Supplier-91343,USA,Secondary,3.82,0.746,,,4
1349,Supplier-1349,South Korea,Primary,3.47,0.967,91349.0,0.171,11
91349,Backup-Supplier-91349,South Korea,Secondary,3.93,0.661,,,8
1350,Supplier-1350,Vietnam,Primary,3.89,0.813,91350.0,0.168,8
91350,Backup-Supplier-91350,Vietnam,Secondary,3.86,0.866,,,2
1351,Supplier-1351,Vietnam,Primary,4.51,0.555,91351.0,0.104,16
91351,Backup-Supplier-91351,Vietnam,Secondary,3.28,0.624,,,4
1352,Supplier-1352,South Korea,Primary,4.42,0.668,91352.0,0.111,11
91352,Backup-Supplier-91352,South Korea,Secondary,2.67,0.73,,,4
1353,Supplier-1353,Bangladesh,Primary,4.32,0.933,91353.0,0.079,10
91353,Backup-Supplier-91353,Bangladesh,Secondary,2.9,0.955,,,3
1358,Supplier-1358,Mexico,Primary,4.76,0.857,91358.0,0.161,9
91358,Backup-Supplier-91358,Mexico,Secondary,2.94,0.647,,,8
1359,Supplier-1359,Japan,Primary,3.06,0.642,91359.0,0.07,4
91359,Backup-Supplier-91359,Japan,Secondary,2.97,0.691,,,5
1360,Supplier-1360,Germany,Primary,5.0,0.866,91360.0,0.087,4
91360,Backup-Supplier-91360,Germany,Secondary,3.04,0.826,,,4
1362,Supplier-1362,Germany,Primary,4.34,0.74,91362.0,0.135,9
91362,Backup-Supplier-91362,Germany,Secondary,3.62,0.723,,,7
1363,Supplier-1363,Brazil,Primary,3.66,0.787,91363.0,0.056,12
91363,Backup-Supplier-91363,Brazil,Secondary,3.44,0.748,,,10
1364,Supplier-1364,Bangladesh,Primary,3.66,0.829,91364.0,0.054,18
91364,Backup-Supplier-91364,Bangladesh,Secondary,2.56,0.892,,,2
1366,Supplier-1366,USA,Primary,3.93,1.0,91366.0,0.109,12
91366,Backup-Supplier-91366,USA,Secondary,3.11,0.804,,,7
1367,Supplier-1367,Vietnam,Primary,3.33,0.831,91367.0,0.117,8
91367,Backup-Supplier-91367,Vietnam,Secondary,2.94,0.637,,,9
1369,Supplier-1369,South Korea,Primary,4.13,0.883,91369.0,0.128,12
91369,Backup-Supplier-91369,South Korea,Secondary,3.77,0.836,,,7
1370,Supplier-1370,Brazil,Primary,3.48,1.0,91370.0,0.056,9
91370,Backup-Supplier-91370,Brazil,Secondary,3.8,0.83,,,3
1371,Supplier-1371,Bangladesh,Primary,4.47,0.851,91371.0,0.109,16
91371,Backup-Supplier-91371,Bangladesh,Secondary,3.94,0.648,,,13
1372,Supplier-1372,Brazil,Primary,4.2,0.859,91372.0,0.173,12
91372,Backup-Supplier-91372,Brazil,Secondary,3.48,0.721,,,9
1374,Supplier-1374,Mexico,Primary,4.09,0.861,91374.0,0.176,12
91374,Backup-Supplier-91374,Mexico,Secondary,3.45,0.64,,,3
1375,Supplier-1375,Vietnam,Primary,4.14,0.6,91375.0,0.101,10
91375,Backup-Supplier-91375,Vietnam,Secondary,4.42,0.741,,,9
1376,Supplier-1376,Bangladesh,Primary,3.56,0.871,91376.0,0.076,10
91376,Backup-Supplier-91376,Bangladesh,Secondary,4.2,0.681,,,8
1377,Supplier-1377,Japan,Primary,4.35,0.926,91377.0,0.143,8
91377,Backup-Supplier-91377,Japan,Secondary,2.53,0.681,,,9
1378,Supplier-1378,Bangladesh,Primary,4.1,0.87,91378.0,0.095,15
91378,Backup-Supplier-91378,Bangladesh,Secondary,2.64,0.939,,,16
1379,Supplier-1379,Bangladesh,Primary,4.02,0.918,91379.0,0.172,4
91379,Backup-Supplier-91379,Bangladesh,Secondary,3.08,0.669,,,3
1384,Supplier-1384,Vietnam,Primary,4.83,0.887,91384.0,0.117,10
91384,Backup-Supplier-91384,Vietnam,Secondary,3.38,0.916,,,7
1386,Supplier-1386,India,Primary,4.12,0.84,91386.0,0.055,6
91386,Backup-Supplier-91386,India,Secondary,2.12,0.769,,,8
1387,Supplier-1387,USA,Primary,3.03,0.857,91387.0,0.1,3
91387,Backup-Supplier-91387,USA,Secondary,2.86,0.849,,,9
1388,Supplier-1388,Germany,Primary,3.11,0.876,91388.0,0.179,15
91388,Backup-Supplier-91388,Germany,Secondary,3.43,0.744,,,6
1389,Supplier-1389,Bangladesh,Primary,4.08,0.88,91389.0,0.16,12
91389,Backup-Supplier-91389,Bangladesh,Secondary,4.07,0.811,,,10
1390,Supplier-1390,Mexico,Primary,4.32,0.78,91390.0,0.062,18
91390,Backup-Supplier-91390,Mexico,Secondary,3.68,0.594,,,5
1393,Supplier-1393,India,Primary,4.26,0.832,91393.0,0.154,17
91393,Backup-Supplier-91393,India,Secondary,2.77,0.704,,,8
1394,Supplier-1394,USA,Primary,4.03,0.91,91394.0,0.108,12
91394,Backup-Supplier-91394,USA,Secondary,3.84,0.769,,,8
1397,Supplier-1397,USA,Primary,3.86,0.882,91397.0,0.105,14
91397,Backup-Supplier-91397,USA,Secondary,3.53,0.703,,,8
1399,Supplier-1399,India,Primary,3.78,0.879,91399.0,0.096,9
91399,Backup-Supplier-91399,India,Secondary,3.8,0.928,,,8
1400,Supplier-1400,Mexico,Primary,5.0,0.822,91400.0,0.176,8
91400,Backup-Supplier-91400,Mexico,Secondary,3.25,0.83,,,10
1402,Supplier-1402,USA,Primary,3.99,0.986,91402.0,0.084,10
91402,Backup-Supplier-91402,USA,Secondary,5.0,0.847,,,5
1403,Supplier-1403,China,Primary,3.38,0.766,91403.0,0.156,10
91403,Backup-Supplier-91403,China,Secondary,3.59,0.792,,,10
1407,Supplier-1407,Brazil,Primary,3.29,0.752,91407.0,0.166,14
91407,Backup-Supplier-91407,Brazil,Secondary,3.73,0.703,,,10
1409,Supplier-1409,South Korea,Primary,3.35,0.808,91409.0,0.064,17
91409,Backup-Supplier-91409,South Korea,Secondary,3.94,0.873,,,11
1420,Supplier-1420,Brazil,Primary,5.0,0.689,91420.0,0.173,9
91420,Backup-Supplier-91420,Brazil,Secondary,2.9,0.671,,,7
1422,Supplier-1422,India,Primary,3.07,0.894,91422.0,0.083,13
91422,Backup-Supplier-91422,India,Secondary,3.86,0.872,,,6
1423,Supplier-1423,Germany,Primary,5.0,0.883,91423.0,0.062,7
91423,Backup-Supplier-91423,Germany,Secondary,2.28,0.802,,,7
1425,Supplier-1425,Germany,Primary,3.52,1.0,91425.0,0.12,14
91425,Backup-Supplier-91425,Germany,Secondary,2.85,0.68,,,8
1427,Supplier-1427,USA,Primary,3.9,0.674,91427.0,0.084,12
91427,Backup-Supplier-91427,USA,Secondary,3.35,0.702,,,6
1428,Supplier-1428,Mexico,Primary,3.69,0.869,91428.0,0.126,16
91428,Backup-Supplier-91428,Mexico,Secondary,3.29,0.745,,,9
1429,Supplier-1429,Japan,Primary,4.17,0.817,91429.0,0.141,15
91429,Backup-Supplier-91429,Japan,Secondary,4.4,1.0,,,5
1431,Supplier-1431,Mexico,Primary,3.81,0.861,91431.0,0.116,9
91431,Backup-Supplier-91431,Mexico,Secondary,2.46,0.811,,,5
1435,Supplier-1435,Brazil,Primary,3.85,0.781,91435.0,0.163,12
91435,Backup-Supplier-91435,Brazil,Secondary,3.61,0.87,,,14
1437,Supplier-1437,India,Primary,3.97,0.909,91437.0,0.074,6
91437,Backup-Supplier-91437,India,Secondary,4.61,0.689,,,4
1439,Supplier-1439,India,Primary,3.78,0.851,91439.0,0.076,10
91439,Backup-Supplier-91439,India,Secondary,4.36,0.703,,,3
1440,Supplier-1440,South Korea,Primary,4.37,0.909,91440.0,0.055,5
91440,Backup-Supplier-91440,South Korea,Secondary,2.98,0.793,,,11
1441,Supplier-1441,Japan,Primary,3.18,0.852,91441.0,0.111,2
91441,Backup-Supplier-91441,Japan,Secondary,4.22,0.658,,,8
1442,Supplier-1442,Brazil,Primary,3.95,0.968,91442.0,0.167,2
91442,Backup-Supplier-91442,Brazil,Secondary,2.95,0.817,,,7
1443,Supplier-1443,South Korea,Primary,4.09,0.939,91443.0,0.073,11
91443,Backup-Supplier-91443,South Korea,Secondary,2.21,0.745,,,9
1445,Supplier-1445,USA,Primary,3.15,0.923,91445.0,0.06,12
91445,Backup-Supplier-91445,USA,Secondary,1.36,0.647,,,13
1447,Supplier-1447,USA,Primary,3.47,0.662,91447.0,0.125,12
91447,Backup-Supplier-91447,USA,Secondary,4.27,0.833,,,9
1448,Supplier-1448,USA,Primary,4.02,0.93,91448.0,0.098,15
91448,Backup-Supplier-91448,USA,Secondary,2.39,0.854,,,11
1449,Supplier-1449,Brazil,Primary,4.52,0.817,91449.0,0.144,15
91449,Backup-Supplier-91449,Brazil,Secondary,5.0,0.71,,,6
1451,Supplier-1451,China,Primary,3.62,0.811,91451.0,0.161,2
91451,Backup-Supplier-91451,China,Secondary,3.2,0.844,,,6
1453,Supplier-1453,South Korea,Primary,4.96,0.861,91453.0,0.179,13
91453,Backup-Supplier-91453,South Korea,Secondary,4.08,0.834,,,12
1455,Supplier-1455,Bangladesh,Primary,3.83,0.91,91455.0,0.139,10
91455,Backup-Supplier-91455,Bangladesh,Secondary,3.78,1.0,,,7
1456,Supplier-1456,Mexico,Primary,4.05,0.986,91456.0,0.09,12
91456,Backup-Supplier-91456,Mexico,Secondary,1.83,0.862,,,2
1459,Supplier-1459,USA,Primary,4.68,0.877,91459.0,0.14,8
91459,Backup-Supplier-91459,USA,Secondary,2.41,0.831,,,7
1460,Supplier-1460,USA,Primary,3.51,0.868,91460.0,0.178,15
91460,Backup-Supplier-91460,USA,Secondary,4.23,0.901,,,12
1461,Supplier-1461,Japan,Primary,3.69,0.655,91461.0,0.051,15
91461,Backup-Supplier-91461,Japan,Secondary,2.82,0.779,,,5
1462,Supplier-1462,China,Primary,4.7,0.935,91462.0,0.128,14
91462,Backup-Supplier-91462,China,Secondary,3.47,0.824,,,4
1464,Supplier-1464,China,Primary,2.49,0.875,91464.0,0.089,16
91464,Backup-Supplier-91464,China,Secondary,4.6,0.988,,,5
1465,Supplier-1465,Brazil,Primary,3.59,0.908,91465.0,0.113,17
91465,Backup-Supplier-91465,Brazil,Secondary,4.28,0.753,,,5
1466,Supplier-1466,Germany,Primary,4.27,0.75,91466.0,0.076,11
91466,Backup-Supplier-91466,Germany,Secondary,4.62,0.757,,,2
1468,Supplier-1468,Mexico,Primary,4.1,0.79,91468.0,0.132,11
91468,Backup-Supplier-91468,Mexico,Secondary,3.31,0.895,,,3
1469,Supplier-1469,Mexico,Primary,3.49,0.928,91469.0,0.174,5
91469,Backup-Supplier-91469,Mexico,Secondary,3.97,0.935,,,7
1470,Supplier-1470,Vietnam,Primary,2.62,0.931,91470.0,0.076,13
91470,Backup-Supplier-91470,Vietnam,Secondary,2.88,0.661,,,6
1471,Supplier-1471,Brazil,Primary,3.69,0.796,91471.0,0.126,10
91471,Backup-Supplier-91471,Brazil,Secondary,4.19,0.834,,,5
1472,Supplier-1472,Vietnam,Primary,3.28,0.695,91472.0,0.086,10
91472,Backup-Supplier-91472,Vietnam,Secondary,1.84,0.736,,,5
1473,Supplier-1473,South Korea,Primary,4.75,0.69,91473.0,0.145,16
91473,Backup-Supplier-91473,South Korea,Secondary,4.45,0.711,,,6
1475,Supplier-1475,Japan,Primary,4.17,0.627,91475.0,0.144,10
91475,Backup-Supplier-91475,Japan,Secondary,4.58,0.748,,,8
1479,Supplier-1479,Germany,Primary,4.48,1.0,91479.0,0.173,11
91479,Backup-Supplier-91479,Germany,Secondary,4.78,0.617,,,11
1480,Supplier-1480,Vietnam,Primary,3.19,0.87,91480.0,0.15,8
91480,Backup-Supplier-91480,Vietnam,Secondary,2.81,0.833,,,10
1482,Supplier-1482,Germany,Primary,3.72,0.867,91482.0,0.118,8
91482,Backup-Supplier-91482,Germany,Secondary,4.02,0.898,,,15
1486,Supplier-1486,South Korea,Primary,3.57,0.814,91486.0,0.174,15
91486,Backup-Supplier-91486,South Korea,Secondary,3.13,0.752,,,9
1487,Supplier-1487,Bangladesh,Primary,3.3,0.819,91487.0,0.134,15
91487,Backup-Supplier-91487,Bangladesh,Secondary,3.08,0.579,,,2
1490,Supplier-1490,South Korea,Primary,3.04,0.729,91490.0,0.069,7
91490,Backup-Supplier-91490,South Korea,Secondary,3.01,0.707,,,6
1491,Supplier-1491,Brazil,Primary,4.59,0.926,91491.0,0.131,10
91491,Backup-Supplier-91491,Brazil,Secondary,3.2,0.839,,,9
1492,Supplier-1492,Germany,Primary,3.26,0.864,91492.0,0.131,12
91492,Backup-Supplier-91492,Germany,Secondary,4.03,0.766,,,13
1493,Supplier-1493,Bangladesh,Primary,3.27,0.882,91493.0,0.099,11
91493,Backup-Supplier-91493,Bangladesh,Secondary,3.42,0.813,,,10
1494,Supplier-1494,India,Primary,4.63,0.86,91494.0,0.176,9
91494,Backup-Supplier-91494,India,Secondary,4.04,0.709,,,11
1495,Supplier-1495,Japan,Primary,5.0,0.848,91495.0,0.174,9
91495,Backup-Supplier-91495,Japan,Secondary,4.36,0.866,,,8
1497,Supplier-1497,USA,Primary,4.41,0.908,91497.0,0.13,15
91497,Backup-Supplier-91497,USA,Secondary,4.57,0.843,,,10
1499,Supplier-1499,Mexico,Primary,3.62,0.8,91499.0,0.063,12
91499,Backup-Supplier-91499,Mexico,Secondary,4.06,0.815,,,6
