OrderID,OrderDate,DeliveryDate,SupplierID,SupplierRegion,WarehouseID,WarehouseRegion,WarehouseCapacity,ProductCategory,ShelfLifeDays,TransportMode,DistanceKM,PlannedLeadTimeDays,ActualLeadTimeDays,OrderQuantity,UnitCost,ShippingCost,InventoryLevel,ReorderPoint,CustomerPriority,IsDelayed
ORD-104299,2023-11-05,2023-11-14,SUP-014,Central,WH-12,North,38605,Staples,180,Road,2924.19,6.66,9.92,236,17.31,110.42,13490.0,5790,Standard,1
ORD-104300,2023-08-30,2023-09-09,SUP-016,South,WH-03,North,5995,Confectionery,120,Rail,2065.58,7.58,10.75,3710,6.73,766.33,3054.0,899,Standard,1
ORD-104301,2024-07-24,2024-08-01,SUP-010,Central,WH-02,South,19216,Personal Care,60,Rail,2108.2,7.64,8.83,4759,4.53,1003.29,17332.0,2882,Critical,1
ORD-104302,2024-07-24,2024-07-26,SUP-032,Central,WH-02,South,19216,Frozen Foods,20,Road,838.44,4.05,2.78,1739,23.14,233.29,10837.0,2882,Standard,0
ORD-104303,2024-04-15,2024-04-22,SUP-040,East,WH-04,Central,39740,Confectionery,120,Road,2444.24,6.06,7.06,4287,13.36,1676.56,23820.0,5961,High,1
ORD-104304,2023-07-13,2023-07-19,SUP-007,South,WH-02,South,19216,Staples,180,Road,1956.21,5.45,6.35,872,20.98,272.93,4415.0,2882,Standard,0
ORD-104305,2024-01-12,2024-01-15,SUP-018,East,WH-11,Central,38147,Personal Care,60,Road,645.07,3.81,3.37,744,20.31,76.79,6319.0,5722,Standard,0
ORD-104306,2024-09-30,2024-10-05,SUP-023,North,WH-07,North,23459,Staples,180,Road,756.54,3.95,5.02,2222,23.23,268.96,5854.0,3518,Standard,1
ORD-104307,2023-02-13,2023-02-15,SUP-013,South,WH-02,South,19216,Frozen Foods,20,Air,1617.11,3.02,2.17,3569,20.69,5194.32,9442.0,2882,Standard,0
ORD-104308,2023-05-09,2023-05-14,SUP-016,South,WH-12,North,38605,Dairy,7,Road,1517.09,4.9,5.89,2981,21.58,723.59,8191.0,5790,High,0
ORD-104309,2023-01-16,2023-01-31,SUP-038,Central,WH-04,Central,39740,Confectionery,120,Sea,2123.09,14.65,15.29,4357,20.88,370.01,13783.0,5961,Standard,0
ORD-104310,2023-04-25,2023-04-29,SUP-007,South,WH-07,North,23459,Dairy,7,Road,488.13,3.61,4.28,4020,,313.97,7153.0,3518,Standard,0
ORD-104311,2024-04-25,2024-05-01,SUP-039,North,WH-12,North,38605,Personal Care,60,Rail,171.98,5.21,6.25,1176,21.92,20.22,3757.0,5790,High,1
ORD-104312,2023-12-21,2023-12-26,SUP-015,West,WH-07,North,23459,Snacks,45,Road,123.79,3.15,5.44,4925,10.03,97.54,16135.0,3518,Standard,1
ORD-104313,2024-02-11,2024-02-19,SUP-022,Central,WH-02,South,19216,Confectionery,120,Air,2797.84,4.5,8.32,2464,23.6,6204.49,13884.0,2882,Standard,1
ORD-104314,2024-10-03,2024-10-20,SUP-019,Central,WH-02,South,19216,Home Care,90,Sea,2836.02,15.55,17.5,4654,9.21,527.95,8080.0,2882,High,1
ORD-104315,2023-07-13,2023-07-21,SUP-011,Central,WH-06,South,34774,Beverages,30,Road,2681.93,6.35,8.92,2309,19.39,990.81,608.0,5216,Standard,1
ORD-104316,2023-12-17,2023-12-26,SUP-032,Central,WH-11,Central,38147,Confectionery,120,Rail,1127.98,6.41,9.2,4258,20.33,480.29,12991.0,5722,High,1
ORD-104317,2023-09-26,2023-10-06,SUP-014,Central,WH-06,South,34774,Staples,180,Rail,1989.79,7.49,10.3,4134,24.43,822.58,16210.0,5216,High,1
ORD-104318,2024-05-10,2024-05-17,SUP-025,East,WH-01,South,26129,Staples,180,Rail,2781.47,8.48,7.99,2137,18.16,594.4,17945.0,3919,Standard,0
ORD-104319,2024-09-19,2024-09-24,SUP-009,East,WH-04,Central,39740,Snacks,45,Road,1788.21,5.24,5.53,2244,6.63,642.04,21798.0,5961,Critical,0
ORD-104320,2023-08-17,2023-08-30,SUP-038,Central,WH-07,North,23459,Personal Care,60,Sea,198.87,12.25,13.93,3693,19.87,29.38,9372.0,3518,Critical,1
ORD-104321,2024-10-15,2024-10-20,SUP-031,North,WH-09,North,44883,Beverages,30,Road,1524.24,4.91,5.85,2820,21.21,687.74,39810.0,6732,High,0
ORD-104322,2024-05-06,2024-05-21,SUP-021,Central,WH-08,North,21814,Home Care,90,Sea,2377.86,14.97,15.04,226,9.33,21.5,5996.0,3272,High,0
ORD-104323,2024-12-17,2024-12-23,SUP-030,Central,WH-07,North,23459,Personal Care,60,Road,146.48,3.18,6.17,3659,19.46,85.75,14825.0,3518,Standard,1
ORD-104324,2023-03-03,2023-03-08,SUP-019,Central,WH-11,Central,38147,Staples,180,Road,864.14,4.08,5.39,2343,2.73,323.95,26864.0,5722,Standard,1
ORD-104325,2023-03-05,2023-03-11,SUP-018,East,WH-10,Central,9251,Frozen Foods,20,Rail,600.19,5.75,6.33,3581,7.44,214.93,624.0,1387,High,0
ORD-104326,2024-11-24,2024-12-02,SUP-002,North,WH-05,Central,20101,Home Care,90,Road,1000.35,4.25,8.92,3048,13.9,487.85,302.0,3015,Standard,1
ORD-104327,2023-12-28,2024-01-02,SUP-005,East,WH-04,Central,39740,Personal Care,60,Road,790.87,3.99,5.74,1781,17.81,225.37,25886.0,5961,Standard,1
ORD-104328,2024-08-25,2024-08-29,SUP-034,West,WH-10,Central,9251,Confectionery,120,Road,1031.75,4.29,4.45,461,14.32,76.1,7505.0,1387,Standard,0
ORD-104329,2024-10-09,2024-10-14,SUP-023,North,WH-05,Central,20101,Dairy,7,Air,1895.69,3.37,5.51,4780,18.54,8155.25,18622.0,3015,Standard,1
ORD-104330,2023-03-07,2023-03-13,SUP-033,North,WH-09,North,44883,Staples,180,Road,1221.05,4.53,6.06,1868,7.99,364.95,43207.0,6732,High,1
ORD-104331,2023-05-16,2023-05-22,SUP-023,North,WH-10,Central,9251,Personal Care,60,Road,1035.48,4.29,6.55,2477,4.39,410.38,7892.0,1387,High,1
ORD-104332,2023-03-07,2023-03-12,SUP-012,South,WH-03,North,5995,Confectionery,120,Road,370.37,3.46,5.82,2751,23.43,163.02,2458.0,899,Standard,1
ORD-104333,2023-11-09,2023-11-14,SUP-034,West,WH-08,North,21814,Snacks,45,Road,884.17,4.11,5.47,3756,10.51,531.35,6376.0,3272,Standard,1
ORD-104334,2023-01-14,2023-01-23,SUP-030,Central,WH-08,North,21814,Beverages,30,Rail,1564.82,6.96,9.43,3997,22.4,625.46,3822.0,3272,Critical,1
ORD-104335,2023-10-28,2023-11-04,SUP-022,Central,WH-05,Central,20101,Beverages,30,Road,714.19,3.89,7.48,3996,,456.62,,3015,Standard,1
ORD-104336,2024-03-29,2024-04-12,SUP-033,North,WH-04,Central,39740,Personal Care,60,Sea,1292.35,13.62,14.62,596,12.89,30.81,24915.0,5961,Standard,1
ORD-104337,2024-02-25,2024-03-05,SUP-039,North,WH-10,Central,9251,Home Care,90,Road,2585.96,6.23,9.07,98,7.8,40.55,6646.0,1387,Standard,1
ORD-104338,2024-03-29,2024-03-31,SUP-030,Central,WH-06,South,34774,Staples,180,Air,872.62,2.09,2.6,1946,16.66,1528.3,14980.0,5216,Standard,0
ORD-104339,2024-01-28,2024-02-05,SUP-014,Central,WH-02,South,19216,Home Care,90,Rail,2282.76,7.85,8.92,4661,4.36,1064.0,19106.0,2882,Standard,1
ORD-104340,2023-09-11,2023-09-16,SUP-028,East,WH-10,Central,9251,Beverages,30,Rail,674.38,5.84,5.34,411,9.87,27.72,6071.0,1387,High,0
ORD-104341,2023-01-21,2023-01-27,SUP-006,South,WH-10,Central,9251,Home Care,90,Road,1429.05,4.79,6.91,2551,23.38,583.28,3211.0,1387,Standard,1
ORD-104342,2024-12-30,2025-01-06,SUP-018,East,WH-08,North,21814,Confectionery,120,Road,450.55,3.56,7.88,2687,12.49,193.7,21522.0,3272,Standard,1
ORD-104343,2023-03-11,2023-03-18,SUP-023,North,WH-10,Central,9251,Snacks,45,Road,2805.9,6.51,7.58,587,16.32,263.53,6236.0,1387,Standard,1
ORD-104344,2024-09-25,2024-09-30,SUP-028,East,WH-10,Central,9251,Beverages,30,Rail,2286.44,7.86,5.92,1276,14.52,291.75,3261.0,1387,Standard,0
ORD-104345,2023-12-16,2024-01-02,SUP-017,West,WH-02,South,19216,Home Care,90,Sea,2130.28,14.66,17.58,4357,9.35,371.27,5236.0,2882,Standard,1
ORD-104346,2023-12-17,2023-12-26,SUP-008,Central,WH-09,North,44883,Snacks,45,Road,993.34,4.24,9.52,1130,18.62,179.6,12551.0,6732,High,1
ORD-104347,2024-01-27,2024-02-02,SUP-035,Central,WH-11,Central,38147,Frozen Foods,20,Road,177.41,3.22,6.02,4712,16.33,133.75,13118.0,5722,Critical,1
ORD-104348,2024-07-29,2024-08-06,SUP-016,South,WH-11,Central,38147,Beverages,30,Road,1998.15,5.5,8.16,2074,9.64,663.07,19727.0,5722,Standard,1
ORD-104349,2023-05-04,2023-05-11,SUP-008,Central,WH-08,North,21814,Home Care,90,Road,1585.14,4.98,7.26,4687,18.42,1188.73,17630.0,3272,Standard,1
ORD-104350,2024-11-28,2024-12-14,SUP-017,West,WH-04,Central,39740,Personal Care,60,Sea,2781.91,15.48,16.14,1586,0.95,176.48,20620.0,5961,High,0
ORD-104351,2024-07-02,2024-07-04,SUP-005,East,WH-09,North,44883,Personal Care,60,Road,577.56,3.72,2.08,1043,22.97,96.38,9778.0,6732,High,0
ORD-104352,2024-09-07,2024-09-11,SUP-026,North,WH-09,North,44883,Staples,180,Road,542.3,3.68,4.11,1545,9.79,134.06,38851.0,6732,Standard,0
ORD-104353,2024-05-25,2024-05-28,SUP-008,Central,WH-11,Central,38147,Personal Care,60,Road,2188.34,5.74,3.36,4309,13.85,1508.73,25094.0,5722,High,0
ORD-104354,2024-04-18,2024-05-04,SUP-036,Central,WH-10,Central,9251,Personal Care,60,Sea,1569.93,13.96,16.09,2656,,166.79,8903.0,1387,High,1
ORD-104355,2023-06-15,2023-06-17,SUP-015,West,WH-12,North,38605,Confectionery,120,Road,2008.15,5.51,2.87,1238,22.37,397.77,32638.0,5790,Standard,0
ORD-104356,2023-02-01,2023-02-07,SUP-030,Central,WH-11,Central,38147,Home Care,90,Road,590.23,3.74,6.61,3409,11.58,321.94,6918.0,5722,High,1
ORD-104357,2024-06-23,2024-07-10,SUP-010,Central,WH-05,Central,20101,Dairy,7,Sea,2673.76,15.34,17.52,3613,20.25,386.41,7954.0,3015,High,1
ORD-104358,2023-06-25,2023-07-02,SUP-022,Central,WH-11,Central,38147,Staples,180,Road,2432.67,6.04,7.77,2971,6.53,1156.4,6172.0,5722,High,1
ORD-104359,2024-05-28,2024-06-02,SUP-032,Central,WH-12,North,38605,Frozen Foods,20,Road,2206.13,5.76,5.58,1306,10.87,460.99,10988.0,5790,Standard,0
ORD-104360,2023-08-31,2023-09-04,SUP-015,West,WH-10,Central,9251,Snacks,45,Road,1379.21,4.72,4.61,4626,6.0,1020.84,2251.0,1387,Standard,0
ORD-104361,2024-12-16,2024-12-24,SUP-023,North,WH-09,North,44883,Frozen Foods,20,Road,507.25,3.63,8.73,178,18.83,14.45,22717.0,6732,Critical,1
ORD-104362,2023-07-20,2023-07-28,SUP-037,South,WH-11,Central,38147,Snacks,45,Road,2767.42,6.46,8.36,3575,16.83,1582.97,5554.0,5722,Standard,1
ORD-104363,2024-07-01,2024-07-04,SUP-032,Central,WH-07,North,23459,Dairy,7,Road,1334.84,4.67,3.93,191,12.43,40.79,15803.0,3518,Standard,0
ORD-104364,2024-02-22,2024-03-01,SUP-014,Central,WH-04,Central,39740,Beverages,30,Rail,2312.7,7.89,8.5,4456,24.33,1030.54,30629.0,5961,Standard,0
ORD-104365,2024-08-14,2024-08-15,SUP-017,West,WH-05,Central,20101,Home Care,90,Air,99.68,1.12,1.64,156,18.38,13.99,19511.0,3015,Standard,0
ORD-104366,2023-02-15,2023-02-20,SUP-032,Central,WH-05,Central,20101,Dairy,7,Air,2250.1,3.81,5.48,3433,2.92,6952.14,4393.0,3015,Standard,1
ORD-104367,2024-04-24,2024-05-07,SUP-001,South,WH-10,Central,9251,Staples,180,Sea,636.61,12.8,13.04,2433,23.86,61.95,4357.0,1387,Standard,0
ORD-104368,2023-07-05,2023-07-14,SUP-029,Central,WH-11,Central,38147,Personal Care,60,Road,2814.77,6.52,9.72,587,23.54,264.36,34697.0,5722,High,1
ORD-104369,2024-02-14,2024-02-18,SUP-034,West,WH-08,North,21814,Frozen Foods,20,Road,1974.66,5.47,4.65,4077,6.96,1288.11,3035.0,3272,Standard,0
ORD-104370,2023-11-27,2023-12-07,SUP-021,Central,WH-11,Central,38147,Dairy,7,Road,2387.51,5.98,10.45,2313,20.91,883.57,20917.0,5722,Standard,1
ORD-104371,2024-05-09,2024-05-17,SUP-023,North,WH-08,North,21814,Confectionery,120,Road,2504.27,6.13,8.46,4677,19.71,1873.99,,3272,Standard,1
ORD-104372,2024-11-23,2024-11-29,SUP-018,East,WH-06,South,34774,Home Care,90,Air,1273.35,2.59,6.39,302,1.11,346.1,5954.0,5216,High,1
ORD-104373,2023-06-20,2023-06-29,SUP-036,Central,WH-12,North,38605,Personal Care,60,Rail,1726.26,7.16,9.05,4229,13.75,730.04,23143.0,5790,Standard,1
ORD-104374,2023-10-10,2023-10-16,SUP-025,East,WH-07,North,23459,Frozen Foods,20,Road,734.63,3.92,6.2,695,10.57,81.69,14770.0,3518,Standard,1
ORD-104375,2024-05-09,2024-05-13,SUP-004,East,WH-10,Central,9251,Snacks,45,Air,1171.01,2.46,4.59,1206,19.39,1271.02,3354.0,1387,Standard,1
ORD-104376,2023-08-16,2023-09-01,SUP-012,South,WH-07,North,23459,Personal Care,60,Sea,2704.66,15.38,16.85,674,19.16,72.92,18729.0,3518,Standard,1
ORD-104377,2023-08-22,2023-08-28,SUP-025,East,WH-04,Central,39740,Beverages,30,Road,2500.78,6.13,6.57,4230,23.84,1692.53,5830.0,5961,Standard,0
ORD-104378,2023-10-15,2023-10-18,SUP-024,North,WH-12,North,38605,Personal Care,60,Air,968.59,2.21,3.42,3510,22.7,3059.78,35552.0,5790,High,1
ORD-104379,2023-07-05,2023-07-14,SUP-003,North,WH-06,South,34774,Confectionery,120,Rail,867.16,6.08,9.76,2871,9.42,248.96,3362.0,5216,High,1
ORD-104380,2024-03-12,2024-03-21,SUP-014,Central,WH-09,North,44883,Snacks,45,Rail,2706.32,8.38,9.92,4838,12.0,1309.32,7814.0,6732,Standard,1
ORD-104381,2023-04-07,2023-04-09,SUP-022,Central,WH-05,Central,20101,Beverages,30,Road,221.7,3.28,2.64,1769,9.18,62.75,1668.0,3015,Standard,0
ORD-104382,2024-06-03,2024-06-10,SUP-029,Central,WH-11,Central,38147,Dairy,7,Rail,-1314.43,6.64,7.68,589,9.06,77.42,2717.0,5722,Standard,1
ORD-104383,2024-04-14,2024-04-28,SUP-009,East,WH-08,North,21814,Frozen Foods,20,Sea,1447.55,13.81,14.06,3181,16.28,184.19,20817.0,3272,Standard,0
ORD-104384,2023-02-03,2023-02-16,SUP-020,South,WH-11,Central,38147,Frozen Foods,20,Sea,1145.89,13.43,13.13,1962,16.25,89.93,7026.0,5722,High,0
ORD-104385,2023-01-10,2023-01-14,SUP-033,North,WH-09,North,44883,Snacks,45,Road,1971.15,5.46,4.39,2301,3.22,725.7,13557.0,6732,High,0
ORD-104386,2024-07-17,2024-07-24,SUP-033,North,WH-08,North,21814,Personal Care,60,Rail,2996.0,8.74,7.93,4816,13.61,1442.87,6179.0,3272,Standard,0
ORD-104387,2023-07-03,2023-07-07,SUP-025,East,WH-05,Central,20101,Frozen Foods,20,Road,1298.47,4.62,4.7,786,2.07,163.3,3659.0,3015,High,0
ORD-104388,2023-05-12,2023-05-19,SUP-016,South,WH-11,Central,38147,Snacks,45,Road,1226.75,4.53,7.48,2195,7.24,430.83,9085.0,5722,Standard,1
ORD-104389,2023-01-12,2023-01-18,SUP-026,North,WH-05,Central,20101,Confectionery,120,Road,1842.17,5.3,6.66,4003,20.69,1179.87,12067.0,3015,High,1
ORD-104390,2024-07-04,2024-07-08,SUP-004,East,WH-10,Central,9251,Beverages,30,Road,399.27,3.5,4.67,435,17.54,27.79,2575.0,1387,Standard,1
ORD-104391,2023-07-09,2023-07-12,SUP-034,West,WH-05,Central,20101,Confectionery,120,Road,257.7,3.32,3.69,754,10.08,31.09,20044.0,3015,Standard,0
ORD-104392,2024-09-03,2024-09-04,SUP-011,Central,WH-08,North,21814,Staples,180,Road,495.3,3.62,1.93,1455,6.81,115.31,20512.0,3272,High,0
ORD-104393,2024-03-09,2024-03-17,SUP-028,East,WH-05,Central,20101,Dairy,7,Road,1490.71,4.86,8.29,3995,5.03,952.86,6974.0,3015,Standard,1
ORD-104394,2023-11-29,2023-12-08,SUP-034,West,WH-04,Central,39740,Dairy,7,Rail,1721.86,7.15,9.48,4173,20.12,718.53,20931.0,5961,High,1
ORD-104395,2024-09-17,2024-09-23,SUP-012,South,WH-07,North,23459,Staples,180,Rail,718.87,5.9,6.55,2102,20.96,151.11,16131.0,3518,Standard,0
ORD-104396,2024-11-27,2024-12-15,SUP-023,North,WH-02,South,19216,Confectionery,120,Sea,1668.25,14.09,18.2,1829,12.97,122.05,8973.0,2882,High,1
ORD-104397,2023-10-31,2023-11-14,SUP-032,Central,WH-10,Central,9251,Dairy,7,Sea,2276.56,14.85,14.56,2058,21.48,187.41,6740.0,1387,Standard,0
ORD-104398,2024-06-02,2024-06-11,SUP-007,South,WH-04,Central,39740,Home Care,90,Rail,2185.52,7.73,10.0,2691,6.99,588.12,33695.0,5961,High,1
ORD-104399,2023-12-21,2023-12-31,SUP-027,South,WH-03,North,5995,Staples,180,Rail,2974.74,8.72,10.03,302,16.63,89.84,2657.0,899,Standard,1
ORD-104400,2023-02-02,2023-02-08,SUP-032,Central,WH-06,South,34774,Personal Care,60,Road,1569.3,4.96,6.97,3238,2.75,813.03,7545.0,5216,Critical,1
ORD-104401,2023-05-14,2023-05-20,SUP-032,Central,WH-11,Central,38147,Personal Care,60,Road,2934.75,6.67,6.4,3163,3.6,1485.22,36557.0,5722,High,0
ORD-104402,2023-04-03,2023-04-09,SUP-030,Central,WH-10,Central,9251,Beverages,30,Road,2105.96,5.63,6.29,2759,1.14,929.66,1410.0,1387,Standard,0
ORD-104403,2023-07-13,2023-07-26,SUP-039,North,WH-12,North,38605,Confectionery,120,Sea,782.2,12.98,13.79,4985,20.7,155.97,18985.0,5790,Standard,0
ORD-104404,2024-03-03,2024-03-06,SUP-027,South,WH-06,South,34774,Snacks,45,Air,1936.23,3.42,3.67,3528,18.47,6147.92,22281.0,5216,Standard,0
ORD-104405,2024-05-28,2024-05-31,SUP-001,South,WH-04,Central,39740,Home Care,90,Road,1826.05,5.28,3.06,614,24.04,179.39,29154.0,5961,Standard,0
ORD-104406,2024-09-17,2024-09-26,SUP-035,Central,WH-03,North,5995,Personal Care,60,Road,2252.65,5.82,9.35,808,11.44,291.22,4128.0,899,Standard,1
ORD-104407,2024-06-21,2024-07-06,SUP-003,North,WH-09,North,44883,Staples,180,Sea,1609.26,14.01,15.85,4481,7.42,288.44,7001.0,6732,High,1
ORD-104408,2023-01-22,2023-01-29,SUP-011,Central,WH-07,North,23459,Snacks,45,Rail,282.43,5.35,7.04,3816,11.54,107.77,5466.0,3518,High,1
ORD-104409,2023-08-26,2023-09-03,SUP-020,South,WH-07,North,23459,Personal Care,60,Road,2819.15,6.52,8.16,3728,7.07,1681.57,7717.0,3518,Standard,1
ORD-104410,2024-10-28,2024-11-05,SUP-031,North,WH-01,South,26129,Home Care,90,Road,2489.59,6.11,8.6,280,15.77,111.53,3925.0,3919,High,1
ORD-104411,2024-11-08,2024-11-17,SUP-033,North,WH-01,South,26129,Beverages,30,Road,2209.99,5.76,9.7,732,4.6,258.83,2898.0,3919,High,1
ORD-104412,2024-06-17,2024-06-22,SUP-013,South,WH-08,North,21814,Frozen Foods,20,Road,2367.77,5.96,5.45,353,0.64,133.73,16514.0,3272,High,0
ORD-104413,2024-08-24,2024-08-30,SUP-020,South,WH-05,Central,20101,Confectionery,120,Road,500.42,3.63,6.08,278,17.76,22.26,14014.0,3015,Standard,1
ORD-104414,2024-08-23,2024-08-29,SUP-016,South,WH-03,North,5995,Home Care,90,Road,576.31,3.72,6.02,4236,8.0,390.6,2313.0,899,Standard,1
ORD-104415,2023-04-24,2023-05-08,SUP-027,South,WH-01,South,26129,Confectionery,120,Sea,1518.33,13.9,14.35,3583,5.05,217.61,12.0,3919,Standard,0
ORD-104416,2023-01-16,2023-01-19,SUP-025,East,WH-07,North,23459,Confectionery,120,Road,424.8,3.53,3.26,1562,14.77,106.17,499.0,3518,Standard,0
ORD-104417,2024-09-27,2024-10-01,SUP-001,South,WH-01,South,26129,Personal Care,60,Road,-770.57,3.96,4.37,4301,1.03,530.28,15974.0,3919,High,0
ORD-104418,2023-07-17,2023-08-01,SUP-017,West,WH-12,North,38605,Confectionery,120,Sea,2413.45,15.02,15.6,3952,19.04,381.52,30458.0,5790,Standard,0
ORD-104419,2023-05-16,2023-05-31,SUP-030,Central,WH-03,North,5995,Frozen Foods,20,Sea,623.11,12.78,15.17,1345,23.32,33.52,3786.0,899,Standard,1
ORD-104420,2024-07-15,2024-07-20,SUP-025,East,WH-02,South,19216,Home Care,90,Road,2196.82,5.75,5.03,2709,18.15,952.19,8445.0,2882,Standard,0
ORD-104421,2024-09-02,2024-09-09,SUP-011,Central,WH-09,North,44883,Frozen Foods,20,Road,2588.01,6.24,7.27,2685,8.67,1111.81,30109.0,6732,Standard,1
ORD-104422,2024-03-15,2024-03-24,SUP-016,South,WH-06,South,34774,Snacks,45,Rail,1700.76,7.13,9.59,1004,7.46,170.76,21313.0,5216,Critical,1
ORD-104423,2024-10-31,2024-11-06,SUP-028,East,WH-01,South,26129,Personal Care,60,Road,375.78,3.47,6.18,1858,16.72,111.71,10363.0,3919,Standard,1
ORD-104424,2023-07-20,2023-07-25,SUP-040,East,WH-08,North,21814,Beverages,30,Road,729.18,3.91,5.58,1469,8.02,171.39,12412.0,3272,Standard,1
ORD-104425,2023-10-29,2023-10-30,SUP-028,East,WH-09,North,44883,Beverages,30,Air,665.34,1.83,1.83,1008,7.5,603.6,25325.0,6732,Standard,0
ORD-104426,2023-08-15,2023-08-20,SUP-023,North,WH-09,North,44883,Snacks,45,Road,1198.43,4.5,5.12,1340,24.72,256.94,10096.0,6732,Standard,0
ORD-104427,2024-03-03,2024-03-10,SUP-025,East,WH-12,North,38605,Staples,180,Rail,849.07,6.06,7.68,2095,17.77,177.88,18456.0,5790,Standard,1
ORD-104428,2023-05-13,2023-05-19,SUP-038,Central,WH-03,North,5995,Home Care,90,Road,1617.71,5.02,6.63,296,2.24,76.61,3621.0,899,Standard,1
ORD-104429,2024-05-12,2024-05-19,SUP-027,South,WH-04,Central,39740,Staples,180,Road,662.77,3.83,7.22,4299,1.63,455.88,37196.0,5961,Critical,1
ORD-104430,2024-02-28,2024-03-05,SUP-007,South,WH-02,South,19216,Home Care,90,Rail,375.44,5.47,6.21,2823,3.65,105.99,16667.0,2882,High,0
ORD-104431,2024-11-01,2024-11-09,SUP-009,East,WH-01,South,26129,Frozen Foods,20,Rail,2621.25,8.28,8.46,4093,16.24,1072.88,5012.0,3919,High,0
ORD-104432,2023-09-09,2023-09-18,SUP-023,North,WH-09,North,44883,Staples,180,Road,2257.65,5.82,9.6,3355,12.59,1211.91,22335.0,6732,Standard,1
ORD-104433,2023-06-04,2023-06-10,SUP-008,Central,WH-11,Central,38147,Dairy,7,Road,1775.91,5.22,6.3,3863,20.25,1097.66,1168.0,5722,Standard,1
ORD-104434,2024-08-11,2024-08-26,SUP-038,Central,WH-06,South,34774,Confectionery,120,Sea,1495.14,13.87,15.59,155,17.79,9.27,13720.0,5216,High,1
ORD-104435,2024-11-28,2024-12-05,SUP-006,South,WH-04,Central,39740,Home Care,90,Road,260.8,3.33,7.95,4041,11.84,168.62,32126.0,5961,High,1
ORD-104436,2023-11-28,2023-12-15,SUP-025,East,WH-09,North,44883,Dairy,7,Sea,1881.79,14.35,17.47,699,16.98,52.61,10064.0,6732,High,1
ORD-104437,2024-02-07,2024-02-20,SUP-033,North,WH-12,North,38605,Home Care,90,Sea,192.05,12.24,13.61,1116,23.76,8.57,25043.0,5790,Standard,1
ORD-104438,2024-04-10,2024-04-18,SUP-023,North,WH-02,South,19216,Personal Care,60,Rail,2161.63,7.7,8.16,4544,5.84,982.24,377.0,2882,High,0
ORD-104439,2024-02-29,2024-03-05,SUP-002,North,WH-05,Central,20101,Confectionery,120,Road,567.59,3.71,5.06,343,8.9,31.15,139.0,3015,High,1
ORD-104440,2024-02-13,2024-02-20,SUP-028,East,WH-04,Central,39740,Dairy,7,Road,1662.28,5.08,7.99,4515,22.27,1200.83,31310.0,5961,High,1
ORD-104441,2023-06-21,2023-06-23,SUP-039,North,WH-03,North,5995,Dairy,7,Air,1299.46,2.62,2.28,1957,8.16,2288.75,672.0,899,Standard,0
ORD-104442,2023-02-23,2023-03-05,SUP-030,Central,WH-09,North,44883,Personal Care,60,Rail,1900.42,7.38,10.54,3145,4.63,597.68,61.0,6732,Critical,1
ORD-104443,2023-07-04,2023-07-10,SUP-020,South,WH-04,Central,39740,Home Care,90,Road,1106.77,4.38,6.24,1502,19.99,265.98,16582.0,5961,Standard,1
ORD-104444,2023-09-07,2023-09-13,SUP-010,Central,WH-02,South,19216,Confectionery,120,Road,943.61,4.18,6.34,3766,10.16,568.58,8066.0,2882,Critical,1
ORD-104445,2023-02-20,2023-02-25,SUP-018,East,WH-07,North,23459,Confectionery,120,Road,1804.31,5.26,5.24,646,0.79,186.49,11899.0,3518,Critical,0
ORD-104446,2024-09-02,2024-09-16,SUP-026,North,WH-11,Central,38147,Personal Care,60,Sea,1798.46,14.25,14.84,2080,15.8,149.63,15664.0,5722,Standard,0
ORD-104447,2024-03-17,2024-03-21,SUP-037,South,WH-09,North,44883,Dairy,7,Road,2642.27,6.3,4.05,3027,,1279.71,3791.0,6732,High,0
ORD-104448,2023-04-21,2023-04-27,SUP-032,Central,WH-04,Central,39740,Home Care,90,Rail,2031.21,7.54,6.82,1801,4.96,365.82,6828.0,5961,Standard,0
ORD-104449,2024-04-10,2024-04-25,SUP-032,Central,WH-08,North,21814,Beverages,30,Sea,89.0,12.11,15.75,4442,2.64,15.81,19023.0,3272,High,1
ORD-104450,2024-09-18,2024-09-22,SUP-015,West,WH-11,Central,38147,Personal Care,60,Road,70.16,3.09,4.05,2945,2.86,33.06,4686.0,5722,High,0
ORD-104451,2024-05-01,2024-05-06,SUP-040,East,WH-11,Central,38147,Snacks,45,Road,1706.43,5.13,5.5,4748,10.5,1296.34,32561.0,5722,Standard,0
ORD-104452,2024-10-06,2024-10-12,SUP-036,Central,WH-10,Central,9251,Personal Care,60,Rail,378.12,5.47,6.03,3178,15.94,120.17,8609.0,1387,Standard,0
ORD-104453,2024-01-09,2024-01-13,SUP-027,South,WH-03,North,5995,Snacks,45,Air,1119.63,2.4,4.78,4415,1.24,4448.86,5503.0,899,Critical,1
ORD-104454,2024-05-11,2024-05-17,SUP-030,Central,WH-06,South,34774,Staples,180,Air,2749.8,4.44,6.56,1217,18.37,3011.86,17656.0,5216,Standard,1
ORD-104455,2024-01-02,2024-01-08,SUP-030,Central,WH-01,South,26129,Beverages,30,Road,2981.7,6.73,6.42,2249,23.92,1072.93,24766.0,3919,Standard,0
ORD-104456,2024-08-11,2024-08-14,SUP-027,South,WH-07,North,23459,Confectionery,120,Road,1191.72,4.49,3.43,3571,8.87,680.9,2329.0,3518,Standard,0
